Kategoriya,Sarlavha,Narx,Joy,Sana,Link
Ko'chmas mulk,Срочно Продается 1-комнатная квартира на М.Горьком,650 000 000 сумДоговорная,"Ташкент, Мирзо-Улугбекский район",Сегодня в 01:34,https://www.olx.uz/d/obyavlenie/srochno-prodaetsya-1-komnatnaya-kvartira-na-m-gorkom-ID44yN5.html
Ko'chmas mulk,Сдаётся 1/3/4 Галерейка дом Вендеркинд Ташсельмаш,3 191 789 сум,"Ташкент, Яшнабадский район",Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/sdaetsya-1-3-4-galereyka-dom-venderkind-tashselmash-ID44bh7.html
Ko'chmas mulk,Ойбек Gosp.Базаp СРЧОНО! СРОЧНО!Очень Hизкая ЦEHA Уcпей!! 3•8•9 75м2,1 372 087 950 сум,"Ташкент, Мирабадский район",Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/oybek-gosp-bazap-srchono-srochno-ochen-hizkaya-tseha-ucpey-389-75m2-ID44bh5.html
Ko'chmas mulk,"Продаётся Новый Евродом, Дурмень элитная махалля",8 901 404 681 сумДоговорная,Кибрай,Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/prodaetsya-novyy-evrodom-durmen-elitnaya-mahallya-ID3V8aQ.html
Ko'chmas mulk,Срочно Продаётся на Эльбеки 2/9/9 без ремонта локации топ,724 828 667 сум,"Ташкент, Мирабадский район",Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/srochno-prodaetsya-na-elbeki-2-9-9-bez-remonta-lokatsii-top-ID44zoG.html
Ko'chmas mulk,ЖК Akay City! Cдаётся новая 3х комнатная квартира в элитном комплексе!,15 259 551 сумДоговорная,"Ташкент, Мирзо-Улугбекский район",Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/zhk-akay-city-cdaetsya-novaya-3h-komnatnaya-kvartira-v-elitnom-komplekse-ID3O3Na.html
Ko'chmas mulk,Своя.Чилонзор 17 2.1.4 меб+тех.Можно Ипатека,787 138 500 сум,"Ташкент, Чиланзарский район",Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/svoya-chilonzor-17-2-1-4-meb-teh-mozhno-ipateka-ID44acY.html
Ko'chmas mulk,Саид-Барака ГУВД 4/3/4 Новый рем. СОБСТВЕННИК.,2 034 606 784 сумДоговорная,"Ташкент, Мирабадский район",Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/said-baraka-guvd-4-3-4-novyy-rem-sobstvennik-ID44imn.html
Ko'chmas mulk,Срочно! Продажа. 2/1/5. Авиасозлар-4. Можно в ипотеку.,807 484 568 сум,"Ташкент, Яшнабадский район",Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/srochno-prodazha-2-1-5-aviasozlar-4-mozhno-v-ipoteku-ID40xtU.html
Ko'chmas mulk,1-ком 1-этаж. Корасув-6 обл гаи. Всё есть Агентство,3 166 357 сум,"Ташкент, Мирзо-Улугбекский район",Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/1-kom-1-etazh-korasuv-6-obl-gai-vse-est-agentstvo-ID3Z9Ex.html
Ko'chmas mulk,Дача арендага берилади 8:00 дан 20:00 гача,1 000 000 сум,Самарканд,Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/dacha-arendaga-beriladi-800-dan-2000-gacha-ID3IoRH.html
Ko'chmas mulk,“Tog‘ etagida shinam dacha – dam olish uchun zo‘r joy!”,1 271 629 сумДоговорная,Газалкент,13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/tog-etagida-shinam-dacha-dam-olish-uchun-zor-joy-ID43wxe.html
Ko'chmas mulk,Todon mahallada Issiqxona va uchastka uchun móljallanga hujjatlari joy,1 271 629 240 сумДоговорная,Гиждуван,11 июня 2025 г.,https://www.olx.uz/d/obyavlenie/todon-mahallada-issiqxona-va-uchastka-uchun-mljallanga-hujjatlari-joy-ID3bl6Y.html
Ko'chmas mulk,5 хоналик квартира сотилади биринчи этаж,1 246 196 655 сум,Бухара,Сегодня в 07:30,https://www.olx.uz/d/obyavlenie/5-honalik-kvartira-sotiladi-birinchi-etazh-ID40BWP.html
Ko'chmas mulk,"Срочно! Продажа. 7 ком, 4 сот. Илтифот",2 861 165 790 сум,"Ташкент, Яшнабадский район",Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/srochno-prodazha-7-kom-4-sot-iltifot-ID3MWRf.html
Ko'chmas mulk,3 xonalik 75 m.kv kvartira sotiladi Нурафшан (Тойтепа),486 000 000 сум,Нурафшан (Тойтепа),Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/3-xonalik-75-m-kv-kvartira-sotiladi-nurafshan-toytepa-ID41aRE.html
Ko'chmas mulk,"Продаётся земля 7-сотох, Ер сотилади 7-сотох. Кибрай р-н.",1 869 294 983 сумДоговорная,Кибрай,Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/prodaetsya-zemlya-7-sotoh-er-sotiladi-7-sotoh-kibray-r-n-ID3GrJu.html
Ko'chmas mulk,"Срочно! Продажа. 7 ком, 2,5 сот. Сергели-8.",3 433 398 949 сум,"Ташкент, Сергелийский район",Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/srochno-prodazha-7-kom-2-5-sot-sergeli-8-ID3ubX7.html
Ko'chmas mulk,"Продаётся 4в3/3/4 94м2 в массив эльбека, (Московская планировка)",1 640 401 720 сумДоговорная,"Ташкент, Яшнабадский район",Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/prodaetsya-4v3-3-4-94m2-v-massiv-elbeka-moskovskaya-planirovka-ID44zox.html
Ko'chmas mulk,"Бульвар!4,5-соток. Продаётся дом срочно.",1 055 452 269 сумДоговорная,Самарканд,Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/bulvar-4-5-sotok-prodaetsya-dom-srochno-ID42srW.html
Ko'chmas mulk,Срочно Аренда 1в2/4/4 Кадышева Лисунова Авиасозлар 2,4 450 702 сум,"Ташкент, Яшнабадский район",Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/srochno-arenda-1v2-4-4-kadysheva-lisunova-aviasozlar-2-ID41C7J.html
Ko'chmas mulk,Yer sotladi 3 sotih 1 sotihi 14000$ dan kami bor,178 028 094 сумДоговорная,"Ташкент, Юнусабадский район",Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/yer-sotladi-3-sotih-1-sotihi-14000-dan-kami-bor-ID3LajF.html
Ko'chmas mulk,Офис под Фотостудию /Логисты  На Учтепе,5 722 332 сум,"Ташкент, Учтепинский район",Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/ofis-pod-fotostudiyu-logisty-na-uchtepe-ID44zoy.html
Ko'chmas mulk,"Продажа, Квартир. 1/7/9. Автасозлар-1.",572 233 158 сум,"Ташкент, Яшнабадский район",Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/prodazha-kvartir-1-7-9-avtasozlar-1-ID3YjED.html
Ko'chmas mulk,Аренда склад Назарбек 1.5 км от поста,40 000 сум,Назарбек,12 июня 2025 г.,https://www.olx.uz/d/obyavlenie/arenda-sklad-nazarbek-1-5-km-ot-posta-ID44tCo.html
Ko'chmas mulk,"Октош, Oqtosh дача",1 500 000 сум,"Ташкент, Шайхантахурский район",11 июня 2025 г.,https://www.olx.uz/d/obyavlenie/oktosh-oqtosh-dacha-ID3UlNF.html
Ko'chmas mulk,Срочно продается 1 комнатная квартира,489 577 257 сум,"Ташкент, Учтепинский район",13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/srochno-prodaetsya-1-komnatnaya-kvartira-ID42tXl.html
Ko'chmas mulk,2/4/9 Юнусобод 11 кв мулжал Мегапланет.,5 086 517 сум,"Ташкент, Юнусабадский район",Сегодня в 11:04,https://www.olx.uz/d/obyavlenie/2-4-9-yunusobod-11-kv-mulzhal-megaplanet-ID3Y9nR.html
Ko'chmas mulk,Kvartira Sotiladi!.,762 977 544 сумДоговорная,Навои,Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/kvartira-sotiladi-ID3GrJx.html
Ko'chmas mulk,Срочно! Продажа. 1/4/4. Рисовый. Можно в ипотеку.,559 516 866 сум,"Ташкент, Яшнабадский район",Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/srochno-prodazha-1-4-4-risovyy-mozhno-v-ipoteku-ID3WkK7.html
Ko'chmas mulk,ЖК Presige 30m2 2/12/14 Шота-Руставели.Собвственник.,890 140 468 сумДоговорная,"Ташкент, Яккасарайский район",Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/zhk-presige-30m2-2-12-14-shota-rustaveli-sobvstvennik-ID44it6.html
Ko'chmas mulk,"Отличная 2 комн евроквартира в аренду. Tashkent city, Boulevard",15 895 366 сум,"Ташкент, Шайхантахурский район",Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/otlichnaya-2-komn-evrokvartira-v-arendu-tashkent-city-boulevard-ID3VDdD.html
Ko'chmas mulk,Нотурар бино сотилади.,1 907 443 860 сумДоговорная,Термез,Сегодня в 11:04,https://www.olx.uz/d/obyavlenie/noturar-bino-sotiladi-ID3PLEl.html
Ko'chmas mulk,Неж.Пом 90м2 Hi-Tech ремонт. 1 Линия. Parisien. Madrid. Собственник.,2 670 421 404 сумДоговорная,"Ташкент, Яккасарайский район",Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/nezh-pom-90m2-hi-tech-remont-1-liniya-parisien-madrid-sobstvennik-ID44iBb.html
Ko'chmas mulk,Срочно! Продажа. 1/1/5. Сергели-4. Можно в ипотеку.,521 367 988 сум,"Ташкент, Сергелийский район",Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/srochno-prodazha-1-1-5-sergeli-4-mozhno-v-ipoteku-ID3V57O.html
Ko'chmas mulk,Navastroykadan 1.2 xonali uylarni 25 % bn 40 oyga xarid qiling,93 672 500 сум,"Ташкент, Юнусабадский район",Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/navastroykadan-1-2-xonali-uylarni-25-bn-40-oyga-xarid-qiling-ID40q2K.html
Ko'chmas mulk,Срочно  Продаётся на Ц5 3/5/9 евро ремонт  с мебелью техникой,1 653 118 012 сумДоговорная,"Ташкент, Юнусабадский район",Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/srochno-prodaetsya-na-ts5-3-5-9-evro-remont-s-mebelyu-tehnikoy-ID43pyt.html
Ko'chmas mulk,Без Закс арзон мехмонхона кунлик квартира хотел hostel gostinitsa,75 000 сумДоговорная,"Ташкент, Яккасарайский район",13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/bez-zaks-arzon-mehmonhona-kunlik-kvartira-hotel-hostel-gostinitsa-ID3QMbK.html
Ko'chmas mulk,Bezzaks mexmonxona,100 000 сум,"Ташкент, Яккасарайский район",13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/bezzaks-mexmonxona-ID44xtY.html
Ko'chmas mulk,TEZKOR!!! 3 ta bir xil o'lchamda yer to'lali savdo do'konlari sotuvda,935 000 000 сумДоговорная,Термез,12 июня 2025 г.,https://www.olx.uz/d/obyavlenie/tezkor-3-ta-bir-xil-olchamda-yer-tolali-savdo-dokonlari-sotuvda-ID44nJc.html
Ko'chmas mulk,4 хонали 140м² лик евро ремонт квартира жихозлари билан сотилади,1 119 033 731 сумДоговорная,Термез,Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/4-honali-140m-lik-evro-remont-kvartira-zhihozlari-bilan-sotiladi-ID42R7M.html
Ko'chmas mulk,3 хоналик квартира рассрочка  Нурафшан (Тойтепа),150 000 000 сум,Нурафшан (Тойтепа),Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/3-honalik-kvartira-rassrochka-nurafshan-toytepa-ID41aT6.html
Ko'chmas mulk,Отличная 2 комнатная квартира. ул.Махтумкули,7 629 775 сум,"Ташкент, Яшнабадский район",Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/otlichnaya-2-komnatnaya-kvartira-ul-mahtumkuli-ID30VYg.html
Ko'chmas mulk,СРОЧНО!2-ком кв Яшнабадский р-н Старт Стадион - Кадышева - Олмос Метро,3 814 888 сум,"Ташкент, Яшнабадский район",Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/srochno-2-kom-kv-yashnabadskiy-r-n-start-stadion-kadysheva-olmos-metro-ID43pys.html
Ko'chmas mulk,2 хонали квартира сотилади,190 744 386 сум,Ханабад,Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/2-honali-kvartira-sotiladi-ID3WguG.html
Ko'chmas mulk,"Новый Евродом 1.5сот 250м2.Буз Базар,Сайрам 7 ком.Паркинг. Собственник",5 086 516 961 сумДоговорная,"Ташкент, Мирзо-Улугбекский район",Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/novyy-evrodom-1-5sot-250m2-buz-bazar-sayram-7-kom-parking-sobstvennik-ID44nui.html
Ko'chmas mulk,Сдам 2 комн квартиру по ул. Нукусская,7 629 775 сум,"Ташкент, Мирабадский район",Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/sdam-2-komn-kvartiru-po-ul-nukusskaya-ID3VDcP.html
Ko'chmas mulk,Navastroykadan 55 m2 kavartirani 30% bosh tolovda xarid qiling,154 845 000 сумДоговорная,"Ташкент, Юнусабадский район",Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/navastroykadan-55-m2-kavartirani-30-bosh-tolovda-xarid-qiling-ID2j8eo.html
Ko'chmas mulk,Аренда.  Новомосковская.  Первая линия,34 333 989 сум,"Ташкент, Мирзо-Улугбекский район",Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/arenda-novomoskovskaya-pervaya-liniya-ID44zoq.html
Ko'chmas mulk,Сдаётся квартира в аренду. Самарканд ул Узбекистанская,4 450 702 сум,Самарканд,Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/sdaetsya-kvartira-v-arendu-samarkand-ul-uzbekistanskaya-ID43OEU.html
Ko'chmas mulk,Продается дом на земле. Ориентир Зебо.,1 080 884 854 сумДоговорная,Самарканд,Сегодня в 07:17,https://www.olx.uz/d/obyavlenie/prodaetsya-dom-na-zemle-orientir-zebo-ID3PYQh.html
Ko'chmas mulk,Продается производственная база в районе Уртасарая,82 655 901 сум,Янгибазар,12 июня 2025 г.,https://www.olx.uz/d/obyavlenie/prodaetsya-proizvodstvennaya-baza-v-rayone-urtasaraya-ID441lZ.html
Ko'chmas mulk,"Мехмонхона, хотел, Гостиница Без ЗАГСа",200 000 сумДоговорная,Бухара,17 мая 2025 г.,https://www.olx.uz/d/obyavlenie/mehmonhona-hotel-gostinitsa-bez-zagsa-ID3OMDC.html
Ko'chmas mulk,Аренда 2/2/5 Абай Корзинка,3 814 888 сум,"Ташкент, Шайхантахурский район",Сегодня в 11:04,https://www.olx.uz/d/obyavlenie/arenda-2-2-5-abay-korzinka-ID3Bi8k.html
Ko'chmas mulk,"Квартира 3-ком 62 м², коробка, Nikitina Residence, эт 6/9 паркенсктий`",826 559 006 сумДоговорная,"Ташкент, Мирзо-Улугбекский район",Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/kvartira-3-kom-62-m-korobka-nikitina-residence-et-6-9-parkensktiy-ID43OES.html
Ko'chmas mulk,:Шайхантахур квартира Tashkent city boulevard  2/5/7 люкс 54м2 СРОЧНО,2 288 932 632 сум,"Ташкент, Шайхантахурский район",Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/shayhantahur-kvartira-tashkent-city-boulevard-2-5-7-lyuks-54m2-srochno-ID43pyo.html
Ko'chmas mulk,"Ц-5 - 3/4/4 Алайский, Эрудит, университет Журналистики",1 169 898 901 сум,"Ташкент, Юнусабадский район",Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/ts-5-3-4-4-alayskiy-erudit-universitet-zhurnalistiki-ID44lky.html
Ko'chmas mulk,3 комн квартира в аренду. парк Ашхабад,7 629 775 сум,"Ташкент, Яшнабадский район",Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/3-komn-kvartira-v-arendu-park-ashhabad-ID3VgJI.html
Ko'chmas mulk,1 xonali 35m² 5-qavat.,273 400 287 сум,Бухара,Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/1-xonali-35m-5-qavat-ID43OEQ.html
Ko'chmas mulk,Уй сотилади 3/8/16 73 m2 Янги Дархон-1,826 559 006 сумДоговорная,"Ташкент, Шайхантахурский район",Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/uy-sotiladi-3-8-16-73-m2-yangi-darhon-1-ID42U8u.html
Ko'chmas mulk,Продаётся трёх комнатная квартира,508 651 696 сум,Янгибазар,Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/prodaetsya-treh-komnatnaya-kvartira-ID3PPy9.html
Ko'chmas mulk,Сдаётся шикарный Дом Сити,19 074 439 сум,Самарканд,Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/sdaetsya-shikarnyy-dom-siti-ID3LruF.html
Ko'chmas mulk,"В Аренду сдается 3 комнатный домик 2 соток. Уз кабель. Кафе ""Улфатлар""",4 132 795 сум,"Ташкент, Мирзо-Улугбекский район",Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/v-arendu-sdaetsya-3-komnatnyy-domik-2-sotok-uz-kabel-kafe-ulfatlar-ID41exz.html
Ko'chmas mulk,"Кунлик квартира,Мехмонхона,Без маклер,Чилонзор 19 кв Арзон покиза",130 000 сумДоговорная,"Ташкент, Чиланзарский район",13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/kunlik-kvartira-mehmonhona-bez-makler-chilonzor-19-kv-arzon-pokiza-ID43LPT.html
Ko'chmas mulk,Аренда магазин сергилида,6 358 146 сум,"Ташкент, Сергелийский район",29 мая 2025 г.,https://www.olx.uz/d/obyavlenie/arenda-magazin-sergilida-ID3NllV.html
Ko'chmas mulk,Срочно сдается квартира в аренду Яккасарай Шоторуставели .,10 808 849 сум,"Ташкент, Яккасарайский район",11 июня 2025 г.,https://www.olx.uz/d/obyavlenie/srochno-sdaetsya-kvartira-v-arendu-yakkasaray-shotorustaveli-ID43ViC.html
Ko'chmas mulk,"Продаётся участок 2.2 га Центр города Яшнабад

Продаётся земельный",762 977 544 сумДоговорная,"Ташкент, Яшнабадский район",Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/prodaetsya-uchastok-2-2-ga-tsentr-goroda-yashnabadprodaetsya-zemelnyy-ID43pyn.html
Ko'chmas mulk,Участка 8 сотих. 4-cотих сотилади,1 907 443 860 сумДоговорная,Келес,Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/uchastka-8-sotih-4-cotih-sotiladi-ID3tsYL.html
Ko'chmas mulk,Срочно! Продажа. 2*3/3/4. Авиасозлар-1.,750 261 252 сум,"Ташкент, Яшнабадский район",Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/srochno-prodazha-23-3-4-aviasozlar-1-ID41CTe.html
Ko'chmas mulk,Аренда Магазин БИЙ ( Максим Горький ),12 716 292 сум,"Ташкент, Мирзо-Улугбекский район",Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/arenda-magazin-biy-maksim-gorkiy-ID44zol.html
Ko'chmas mulk,"Продажа квартиры в жк""Мирабад Авеню""  3/7/12",4 323 539 417 сумДоговорная,"Ташкент, Мирабадский район",Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/prodazha-kvartiry-v-zhk-mirabad-avenyu-3-7-12-ID43pyk.html
Ko'chmas mulk,"Кунаева 4/4/4 Спецплан Гос, России Новый ремонт 100 кв",2 263 500 048 сумДоговорная,"Ташкент, Мирабадский район",Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/kunaeva-4-4-4-spetsplan-gos-rossii-novyy-remont-100-kv-ID43OEJ.html
Ko'chmas mulk,"Продаётся земельный участок под строительство 3,07-соток",1 144 466 316 сумДоговорная,Кибрай,Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/prodaetsya-zemelnyy-uchastok-pod-stroitelstvo-3-07-sotok-ID40pqO.html
Ko'chmas mulk,Сдается 3х комнатнвя Люкс В центре,6 103 820 сум,Самарканд,Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/sdaetsya-3h-komnatnvya-lyuks-v-tsentre-ID42tMF.html
Ko'chmas mulk,Отличная 2 в 3 комн квартира. ТТЗ-2,780 780 353 сум,"Ташкент, Мирзо-Улугбекский район",Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/otlichnaya-2-v-3-komn-kvartira-ttz-2-ID3q7os.html
Ko'chmas mulk,"Alfraganus, ГАИ, Продажа коммерческой недвижимости",4 069 213 569 сум,"Ташкент, Мирабадский район",Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/alfraganus-gai-prodazha-kommercheskoy-nedvizhimosti-ID43VJe.html
Ko'chmas mulk,Дешёвые отели дешёвые гостиница дешёвые квартиры hostel Xostel hotel,40 000 сум,"Ташкент, Юнусабадский район",13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/deshevye-oteli-deshevye-gostinitsa-deshevye-kvartiry-hostel-xostel-hotel-ID2ZLNM.html
Ko'chmas mulk,Продам срочно свой дом,1 017 303 392 сумДоговорная,Газалкент,13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/prodam-srochno-svoy-dom-ID44iY9.html
Ko'chmas mulk,Срочно продается действующий Бизнес Здание по Ш.Руставели в кредит.,21 617 697 083 сумДоговорная,"Ташкент, Яккасарайский район",12 июня 2025 г.,https://www.olx.uz/d/obyavlenie/srochno-prodaetsya-deystvuyuschiy-biznes-zdanie-po-sh-rustaveli-v-kredit-ID3WiYT.html
Ko'chmas mulk,2 комн домик в аренду.,6 358 146 сум,"Ташкент, Мирзо-Улугбекский район",Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/2-komn-domik-v-arendu-ID3NUdv.html
Ko'chmas mulk,Nazarbeda yangi qurilgan xovli pishgan g'ishtan 3 sotu 4 ta xona 62.00,826 559 006 сум,Назарбек,Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/nazarbeda-yangi-qurilgan-xovli-pishgan-gishtan-3-sotu-4-ta-xona-62-00-ID42U8l.html
Ko'chmas mulk,Продается 1 комнатная квартира 42 кв +102 кв  2*6 балкон   1 этаж 4 э,609 110 406 сум,"Ташкент, Яшнабадский район",Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/prodaetsya-1-komnatnaya-kvartira-42-kv-102-kv-26-balkon-1-etazh-4-e-ID33ceY.html
Ko'chmas mulk,Аренда 4-комнатной квартиры в Центре,7 121 124 сум,"Ташкент, Мирзо-Улугбекский район",Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/arenda-4-komnatnoy-kvartiry-v-tsentre-ID3TD5n.html
Ko'chmas mulk,2 комн квартира. Паркентский. Новостройка,953 721 930 сум,"Ташкент, Мирзо-Улугбекский район",Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/2-komn-kvartira-parkentskiy-novostroyka-ID3y7yY.html
Ko'chmas mulk,"Аренда 3/2/9 Себзор , Корзинка",6 358 146 сум,"Ташкент, Алмазарский район",Сегодня в 11:03,https://www.olx.uz/d/obyavlenie/arenda-3-2-9-sebzor-korzinka-ID3CjV5.html
Ko'chmas mulk,Кибрайский район Продаётся дом  5 соток,1 335 210 702 сум,Кибрай,Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/kibrayskiy-rayon-prodaetsya-dom-5-sotok-ID3DabN.html
Ko'chmas mulk,Аренда в центре Новостр. АКАЙ СИТИ 2 комн. 18 этаж 25 этажный дом,12 716 292 сумДоговорная,"Ташкент, Мирзо-Улугбекский район",Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/arenda-v-tsentre-novostr-akay-siti-2-komn-18-etazh-25-etazhnyy-dom-ID44zoc.html
Ko'chmas mulk,Сотилади 3/4/4 Коракамиш 1/4,788 410 129 сум,"Ташкент, Алмазарский район",Сегодня в 11:03,https://www.olx.uz/d/obyavlenie/sotiladi-3-4-4-korakamish-1-4-ID3VR3f.html
Ko'chmas mulk,Сдаю квартиру,7 629 775 сумДоговорная,"Ташкент, Яшнабадский район",Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/sdayu-kvartiru-ID3Carx.html
Ko'chmas mulk,Продам дом на улице олтин водий,699 396 082 сум,"Ташкент, Мирабадский район",07 июня 2025 г.,https://www.olx.uz/d/obyavlenie/prodam-dom-na-ulitse-oltin-vodiy-ID44b4I.html
Ko'chmas mulk,Срочна Ховли сотилади чуткара ховлиларида жойлашган 10 сутк,710 000 000 сумДоговорная,Навои,12 июня 2025 г.,https://www.olx.uz/d/obyavlenie/srochna-hovli-sotiladi-chutkara-hovlilarida-zhoylashgan-10-sutk-ID3OUwU.html
Ko'chmas mulk,Arenda kvartira 3xona Qoraqamish 2 Karzinka Beruniy metroda 5minut yol,7 629 775 сум,"Ташкент, Алмазарский район",13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/arenda-kvartira-3xona-qoraqamish-2-karzinka-beruniy-metroda-5minut-yol-ID3D5CX.html
Ko'chmas mulk,Квартира сотилади 3 хонали уй Тансикбой-2,864 707 883 сум,"Ташкент, Алмазарский район",Сегодня в 11:03,https://www.olx.uz/d/obyavlenie/kvartira-sotiladi-3-honali-uy-tansikboy-2-ID3nwqz.html
Ko'chmas mulk,Аренда 3/1/4 Коракамиш 2/5,5 086 517 сум,"Ташкент, Алмазарский район",Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/arenda-3-1-4-korakamish-2-5-ID3ygUf.html
Ko'chmas mulk,! Сдается квартири! 3 комнатная ! Элит комплекс Nurafshon city house,6 000 000 сум,Нурафшан (Тойтепа),Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/sdaetsya-kvartiri-3-komnatnaya-elit-kompleks-nurafshon-city-house-ID41FMx.html
Ko'chmas mulk,Nurafshon citydan Новостройка Квартира 4 млндан,6 500 000 сум,Нурафшан (Тойтепа),Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/nurafshon-citydan-novostroyka-kvartira-4-mlndan-ID3SPXI.html
Ko'chmas mulk,"Продается 3-х комн квартира. Буюк Ипак Йули, Сайрам",1 055 452 269 сум,"Ташкент, Мирзо-Улугбекский район",Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/prodaetsya-3-h-komn-kvartira-buyuk-ipak-yuli-sayram-ID3rjTz.html
Ko'chmas mulk,2 хонали ДОМ сотилади,215 000 000 сум,Беруни,Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/2-honali-dom-sotiladi-ID3GrIU.html
Ko'chmas mulk,Муддатли тўлов асосида арзон нархда уй харид қилинг- Nurafshon city,109 000 000 сумДоговорная,Нурафшан (Тойтепа),Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/muddatli-tlov-asosida-arzon-narhda-uy-harid-iling-nurafshon-city-ID3TLc6.html
Ko'chmas mulk,Аренда 2/5/7 Коракамиш 2/1,6 358 146 сум,"Ташкент, Алмазарский район",Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/arenda-2-5-7-korakamish-2-1-ID3tH1k.html
Ko'chmas mulk,Аренда дачи посуточно/ Ижарага дача берамиз,500 000 сум,Чирчик,Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/arenda-dachi-posutochno-izharaga-dacha-beramiz-ID3ckJY.html
Ko'chmas mulk,Срочна сотилади 3-хонали уй,762 977 544 сумДоговорная,"Ташкент, Шайхантахурский район",Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/srochna-sotiladi-3-honali-uy-ID44zo9.html
Ko'chmas mulk,Davlatobod tumanida Parranda bino-inshootlari sotiladi.,1 581 955 200 сум,Наманган,12 июня 2025 г.,https://www.olx.uz/d/obyavlenie/davlatobod-tumanida-parranda-bino-inshootlari-sotiladi-ID42ND1.html
